1분류,2분류,3분류,3분류_정규화,3분류_유형,기존_세부분류,검색상태,출처URL,메모,차수,같은품종_동일유통명,겉모양_유사품종,단면_유사품종,겉색,과육색,사진대체_가능여부,사진대체_주의사항
채소,브로콜리,코요시브로콜리,코요시브로콜리,표기변형,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '코요시'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,브로콜리,탑그린,탑그린,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,브로콜리,탑그린브로콜리,탑그린브로콜리,표기변형,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '탑그린'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,브로콜리,퍼플브로콜리,퍼플브로콜리,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,브로콜리,평창브로콜리,평창브로콜리,산지,엽채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,지리적표시·지역 특산·실제 산지 유통명 6차 검증,6차,,,,,,조건부 가능,
채소,비트,골든비트,골든비트,품종·별칭,근채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 7차 검증,7차,,,,,,조건부 가능,
채소,비트,구좌비트,구좌비트,산지,근채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,지역 특산·실제 산지 유통명 7차 검증,7차,,,,,,조건부 가능,
채소,비트,데트로이트다크레드,데트로이트다크레드,품종·별칭,근채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 7차 검증,7차,,,,,,조건부 가능,
채소,비트,데트로이트다크레드비트,데트로이트다크레드비트,표기변형,근채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '데트로이트다크레드'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,비트,레드비트,레드비트,품종·별칭,근채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 7차 검증,7차,,,,,,조건부 가능,
채소,비트,베이비비트,베이비비트,품종·별칭,근채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 7차 검증,7차,,,,,,조건부 가능,
채소,비트,불스블러드,불스블러드,품종·별칭,근채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 7차 검증,7차,,,,,,조건부 가능,
채소,비트,불스블러드비트,불스블러드비트,표기변형,근채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '불스블러드'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,비트,비트,비트,대표 원물명,근채류,사용,,2분류 대표품목 기본 검색어 확정 보강,전수검수v2,,,,,,조건부 가능,
채소,비트,실린드라,실린드라,품종·별칭,근채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 7차 검증,7차,,,,,,조건부 가능,
채소,비트,실린드라비트,실린드라비트,표기변형,근채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '실린드라'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,비트,원통비트,원통비트,품종·별칭,근채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 7차 검증,7차,,,,,,조건부 가능,
채소,비트,제주비트,제주비트,산지,근채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,지역 특산·실제 산지 유통명 7차 검증,7차,,,,,,조건부 가능,
채소,비트,줄무늬비트,줄무늬비트,품종·별칭,근채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 7차 검증,7차,,,,,,조건부 가능,
채소,비트,크로스비이집션,크로스비이집션,품종·별칭,근채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 7차 검증,7차,,,,,,조건부 가능,
채소,비트,크로스비이집션비트,크로스비이집션비트,표기변형,근채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '크로스비이집션'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,비트,키오지아,키오지아,품종·별칭,근채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 7차 검증,7차,,,,,,조건부 가능,
채소,비트,키오지아비트,키오지아비트,표기변형,근채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '키오지아'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,비트,평창비트,평창비트,산지,근채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,지역 특산·실제 산지 유통명 7차 검증,7차,,,,,,조건부 가능,
채소,비트,해남비트,해남비트,산지,근채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,지역 특산·실제 산지 유통명 7차 검증,7차,,,,,,조건부 가능,
채소,비트,화이트비트,화이트비트,품종·별칭,근채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 7차 검증,7차,,,,,,조건부 가능,
채소,상추,가락동상추,가락동상추,산지,엽채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,지리적표시·지역 특산·실제 산지 유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,그린웨이브,그린웨이브,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,그린웨이브상추,그린웨이브상추,표기변형,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '그린웨이브'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,상추,김해상추,김해상추,산지,엽채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,지리적표시·지역 특산·실제 산지 유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,꽃상추,꽃상추,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,논산상추,논산상추,산지,엽채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,지리적표시·지역 특산·실제 산지 유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,로메인상추,로메인상추,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,멀티레드,멀티레드,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,멀티레드상추,멀티레드상추,표기변형,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '멀티레드'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,상추,버터헤드,버터헤드,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,버터헤드상추,버터헤드상추,표기변형,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '버터헤드'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,상추,부여상추,부여상추,산지,엽채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,지리적표시·지역 특산·실제 산지 유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,상추,상추,대표 원물명,엽채류,사용,,2분류 대표품목 기본 검색어 확정 보강,전수검수v2,,,,,,조건부 가능,
채소,상추,선풍포찹,선풍포찹,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,선풍포찹상추,선풍포찹상추,표기변형,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '선풍포찹'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,상추,아삭이상추,아삭이상추,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,오크리프,오크리프,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,오크리프상추,오크리프상추,표기변형,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '오크리프'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,상추,익산상추,익산상추,산지,엽채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,지리적표시·지역 특산·실제 산지 유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,적상추,적상추,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,적오크,적오크,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,적오크상추,적오크상추,표기변형,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '적오크'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,상추,적축면상추,적축면상추,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,적치마상추,적치마상추,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,청상추,청상추,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,청오크,청오크,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,청오크상추,청오크상추,표기변형,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '청오크'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,상추,청축면상추,청축면상추,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,청치마상추,청치마상추,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,충주상추,충주상추,산지,엽채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,지리적표시·지역 특산·실제 산지 유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,카이피라,카이피라,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,카이피라상추,카이피라상추,표기변형,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '카이피라'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,상추,프릴아이스,프릴아이스,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,상추,프릴아이스상추,프릴아이스상추,표기변형,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '프릴아이스'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,상추,흑치마상추,흑치마상추,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,생강,간생강,간생강,품종·별칭,양념채소,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 향신·조미 원물 유통명 18차 보강,18차,,,,,,조건부 가능,
채소,생강,건생강,건생강,품종·별칭,양념채소,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 향신·조미 원물 유통명 18차 보강,18차,,,,,,조건부 가능,
채소,생강,구강,구강,품종·별칭,양념채소,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 향신·조미 원물 유통명 18차 보강,18차,,,,,,조건부 가능,
채소,생강,구강생강,구강생강,표기변형,양념채소,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '구강'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,생강,봉동생강,봉동생강,품종·별칭,양념채소,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 향신·조미 원물 유통명 18차 보강,18차,,,,,,조건부 가능,
채소,생강,생강,생강,원물,양념채소,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 향신·조미 원물 유통명 18차 보강,18차,,,,,,조건부 가능,
채소,생강,서산생강,서산생강,산지,양념채소,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,대표 산지·수입 산지·지역 특산 향신 원물 유통명 18차 보강,18차,,,,,,조건부 가능,
채소,생강,소강,소강,품종·별칭,양념채소,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 향신·조미 원물 유통명 18차 보강,18차,,,,,,조건부 가능,
채소,생강,소강생강,소강생강,표기변형,양념채소,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '소강'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,생강,안동생강,안동생강,산지,양념채소,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,대표 산지·수입 산지·지역 특산 향신 원물 유통명 18차 보강,18차,,,,,,조건부 가능,
채소,생강,예산생강,예산생강,산지,양념채소,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,대표 산지·수입 산지·지역 특산 향신 원물 유통명 18차 보강,18차,,,,,,조건부 가능,
채소,생강,완주생강,완주생강,산지,양념채소,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,대표 산지·수입 산지·지역 특산 향신 원물 유통명 18차 보강,18차,,,,,,조건부 가능,
채소,생강,통생강,통생강,품종·별칭,양념채소,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 향신·조미 원물 유통명 18차 보강,18차,,,,,,조건부 가능,
채소,생강,편생강,편생강,품종·별칭,양념채소,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 향신·조미 원물 유통명 18차 보강,18차,,,,,,조건부 가능,
채소,생강,햇생강,햇생강,품종·별칭,양념채소,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 향신·조미 원물 유통명 18차 보강,18차,,,,,,조건부 가능,
채소,시금치,고흥시금치,고흥시금치,산지,엽채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,지리적표시·지역 특산·실제 산지 유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시금치,남해시금치,남해시금치,산지,엽채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,지리적표시·지역 특산·실제 산지 유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시금치,남해초,남해초,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시금치,남해초시금치,남해초시금치,표기변형,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '남해초'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,시금치,노지시금치,노지시금치,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시금치,동양종시금치,동양종시금치,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시금치,동초,동초,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시금치,동초시금치,동초시금치,표기변형,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '동초'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,시금치,베이비시금치,베이비시금치,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시금치,보성시금치,보성시금치,산지,엽채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,지리적표시·지역 특산·실제 산지 유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시금치,비금섬초,비금섬초,산지,엽채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,지리적표시·지역 특산·실제 산지 유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시금치,비금시금치,비금시금치,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시금치,사계절시금치,사계절시금치,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시금치,서양종시금치,서양종시금치,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시금치,섬초,섬초,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시금치,섬초시금치,섬초시금치,표기변형,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '섬초'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,시금치,시금치,시금치,대표 원물명,엽채류,사용,,2분류 대표품목 기본 검색어 확정 보강,전수검수v2,,,,,,조건부 가능,
채소,시금치,신안섬초,신안섬초,산지,엽채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,지리적표시·지역 특산·실제 산지 유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시금치,신안시금치,신안시금치,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시금치,월동시금치,월동시금치,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시금치,재래시금치,재래시금치,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시금치,적근대시금치,적근대시금치,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시금치,포항초,포항초,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시금치,포항초시금치,포항초시금치,표기변형,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,기존 '포항초'의 검색용 결합표기 자동 확장,확장1차,,,,,,조건부 가능,
채소,시금치,하우스시금치,하우스시금치,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
채소,시래기,건시래기,건시래기,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 건나물·약초 유통명 16차 보강,16차,,,,,,조건부 가능,
채소,시래기,무주덕유산시래기,무주덕유산시래기,산지,엽채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 건나물·약초 유통명 16차 보강,16차,,,,,,조건부 가능,
채소,시래기,불린시래기,불린시래기,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 건나물·약초 유통명 16차 보강,16차,,,,,,조건부 가능,
채소,시래기,시래기,시래기,원물,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 건나물·약초 유통명 16차 보강,16차,,,,,,조건부 가능,
채소,시래기,시래기나물용,시래기나물용,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 농업자료·국내 실제 건나물·약초 유통명 16차 보강,16차,,,,,,조건부 가능,
채소,시래기,양구시래기,양구시래기,산지,엽채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 건나물·약초 유통명 16차 보강,16차,,,,,,조건부 가능,
채소,시래기,정선시래기,정선시래기,산지,엽채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 건나물·약초 유통명 16차 보강,16차,,,,,,조건부 가능,
채소,시래기,평창시래기,평창시래기,산지,엽채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 건나물·약초 유통명 16차 보강,16차,,,,,,조건부 가능,
채소,시래기,횡성시래기,횡성시래기,산지,엽채류,사용,https://www.naqs.go.kr/hp/contents/contentsTab.do?menuId=MN30542,국내 대표 산지·지역 특산 건나물·약초 유통명 16차 보강,16차,,,,,,조건부 가능,
채소,양배추,yr호월,yr호월,품종·별칭,엽채류,사용,https://www.nongsaro.go.kr/portal/ps/psa/psab/psabf/spciesRsrchLst.ps?menuId=PS65425,공식 품종정보·농업기술자료·국내 실유통명 6차 검증,6차,,,,,,조건부 가능,
